roleLevel,user_id,firstName,lastName,email,password,tenantName,tenantId,userRole,reportsTo,state,faceEmbedding,fingerprintTemplate,faceRegistered,fingerprintRegistered,phone,govId,bloodGroup,address,skillType,shiftId,vendorId,isActive,mustChangePassword
6,WK006,Miek,Worker,miek.worker@fencein.app,fencein@WK006,SHIELD,ORG001,WORKER,VN001,ACTIVE,NULL,NULL,FALSE,FALSE,9849887318,GOV86012,A+,SHIELD,Operations,SHIFT003,VN001,TRUE,FALSE
6,WK007,Volstagg,Worker,volstagg.worker@fencein.app,fencein@WK007,SHIELD,ORG001,WORKER,VN001,ACTIVE,NULL,NULL,FALSE,FALSE,9894271550,GOV20829,B+,SHIELD,Operations,SHIFT001,VN001,TRUE,FALSE
6,WK008,Fandral,Worker,fandral.worker@fencein.app,fencein@WK008,SHIELD,ORG001,WORKER,VN001,ACTIVE,NULL,NULL,FALSE,FALSE,9830932420,GOV66555,B-,SHIELD,Surveillance,SHIFT001,VN001,TRUE,FALSE
6,WK009,Hogun,Worker,hogun.worker@fencein.app,fencein@WK009,SHIELD,ORG001,WORKER,VN001,ACTIVE,NULL,NULL,FALSE,FALSE,9812859321,GOV75593,B-,SHIELD,Surveillance,SHIFT003,VN001,TRUE,FALSE
6,WK010,BetaRay,Worker,betaray.worker@fencein.app,fencein@WK010,SHIELD,ORG001,WORKER,VN001,ACTIVE,NULL,NULL,FALSE,FALSE,9878899416,GOV22133,A+,SHIELD,Administration,SHIFT002,VN001,TRUE,FALSE
6,WK011,Shuri,Worker,shuri.worker@fencein.app,fencein@WK011,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9842748892,GOV33908,B+,SHIELD,Surveillance,SHIFT001,VN002,TRUE,FALSE
6,WK012,Okoye,Worker,okoye.worker@fencein.app,fencein@WK012,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9867284595,GOV15905,B+,SHIELD,Welding,SHIFT002,VN002,TRUE,FALSE
6,WK013,Nakia,Worker,nakia.worker@fencein.app,fencein@WK013,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9834261845,GOV54726,B-,SHIELD,Welding,SHIFT002,VN002,TRUE,FALSE
6,WK014,MBaku,Worker,mbaku.worker@fencein.app,fencein@WK014,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9864664893,GOV77479,B+,SHIELD,Electrical,SHIFT001,VN002,TRUE,FALSE
6,WK015,Ramonda,Worker,ramonda.worker@fencein.app,fencein@WK015,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9825937640,GOV34464,O+,SHIELD,Administration,SHIFT002,VN002,TRUE,FALSE
6,WK016,Everett,Worker,everett.worker@fencein.app,fencein@WK016,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9857128806,GOV77172,B-,SHIELD,Administration,SHIFT001,VN002,TRUE,FALSE
6,WK017,Killmonger,Worker,killmonger.worker@fencein.app,fencein@WK017,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9880545903,GOV19075,B+,SHIELD,Welding,SHIFT002,VN002,TRUE,FALSE
6,WK018,Ayo,Worker,ayo.worker@fencein.app,fencein@WK018,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9887275447,GOV22883,AB+,SHIELD,Electrical,SHIFT002,VN002,TRUE,FALSE
6,WK019,Attuma,Worker,attuma.worker@fencein.app,fencein@WK019,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9854006970,GOV71714,AB+,SHIELD,Security,SHIFT003,VN002,TRUE,FALSE
6,WK020,Namor,Worker,namor.worker@fencein.app,fencein@WK020,SHIELD,ORG001,WORKER,VN002,ACTIVE,NULL,NULL,FALSE,FALSE,9885354878,GOV32100,B+,SHIELD,Operations,SHIFT002,VN002,TRUE,FALSE
6,WK021,Jane,Worker,jane.worker@fencein.app,fencein@WK021,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9875194229,GOV22920,AB+,SHIELD,Welding,SHIFT002,VN003,TRUE,FALSE
6,WK022,Darcy,Worker,darcy.worker@fencein.app,fencein@WK022,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9898098262,GOV74211,A+,SHIELD,Surveillance,SHIFT003,VN003,TRUE,FALSE
6,WK023,Selvig,Worker,selvig.worker@fencein.app,fencein@WK023,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9897875229,GOV50769,B-,SHIELD,Electrical,SHIFT003,VN003,TRUE,FALSE
6,WK024,Odin,Worker,odin.worker@fencein.app,fencein@WK024,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9849349230,GOV86910,O+,SHIELD,Welding,SHIFT003,VN003,TRUE,FALSE
6,WK025,Frigga,Worker,frigga.worker@fencein.app,fencein@WK025,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9891780450,GOV85308,A+,SHIELD,Surveillance,SHIFT002,VN003,TRUE,FALSE
6,WK026,Hela,Worker,hela.worker@fencein.app,fencein@WK026,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9810051813,GOV73705,A-,SHIELD,Electrical,SHIFT003,VN003,TRUE,FALSE
6,WK027,Grandmaster,Worker,grandmaster.worker@fencein.app,fencein@WK027,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9851311522,GOV48873,A+,SHIELD,Security,SHIFT001,VN003,TRUE,FALSE
6,WK028,Gorr,Worker,gorr.worker@fencein.app,fencein@WK028,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9815988817,GOV53892,A-,SHIELD,Operations,SHIFT001,VN003,TRUE,FALSE
6,WK029,Thunderstrike,Worker,thunderstrike.worker@fencein.app,fencein@WK029,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9845417591,GOV18813,B-,SHIELD,Welding,SHIFT002,VN003,TRUE,FALSE
6,WK030,Skurge,Worker,skurge.worker@fencein.app,fencein@WK030,SHIELD,ORG001,WORKER,VN003,ACTIVE,NULL,NULL,FALSE,FALSE,9833649475,GOV39963,B+,SHIELD,Security,SHIFT001,VN003,TRUE,FALSE
6,WK031,WarMachine,Worker,warmachine.worker@fencein.app,fencein@WK031,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9861516459,GOV35494,B+,SHIELD,Electrical,SHIFT001,VN004,TRUE,FALSE
6,WK032,Pepper,Worker,pepper.worker@fencein.app,fencein@WK032,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9861470945,GOV62008,A+,SHIELD,Administration,SHIFT003,VN004,TRUE,FALSE
6,WK033,Happy,Worker,happy.worker@fencein.app,fencein@WK033,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9889839609,GOV42119,B-,SHIELD,Administration,SHIFT001,VN004,TRUE,FALSE
6,WK034,Vision,Worker,vision.worker@fencein.app,fencein@WK034,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9826154843,GOV25933,O+,SHIELD,Administration,SHIFT001,VN004,TRUE,FALSE
6,WK035,Jarvis,Worker,jarvis.worker@fencein.app,fencein@WK035,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9870493567,GOV41594,A+,SHIELD,Administration,SHIFT002,VN004,TRUE,FALSE
6,WK036,Ironheart,Worker,ironheart.worker@fencein.app,fencein@WK036,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9815860749,GOV37679,A+,SHIELD,Welding,SHIFT001,VN004,TRUE,FALSE
6,WK037,Rescue,Worker,rescue.worker@fencein.app,fencein@WK037,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9837635128,GOV45391,B+,SHIELD,Administration,SHIFT002,VN004,TRUE,FALSE
6,WK038,Whiplash,Worker,whiplash.worker@fencein.app,fencein@WK038,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9877464718,GOV29713,B+,SHIELD,Welding,SHIFT003,VN004,TRUE,FALSE
6,WK039,Ultron,Worker,ultron.worker@fencein.app,fencein@WK039,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9849325773,GOV89884,B+,SHIELD,Surveillance,SHIFT002,VN004,TRUE,FALSE
6,WK040,CrimsonDynamo,Worker,crimsondynamo.worker@fencein.app,fencein@WK040,SHIELD,ORG001,WORKER,VN004,ACTIVE,NULL,NULL,FALSE,FALSE,9812231471,GOV41470,A+,SHIELD,Operations,SHIFT002,VN004,TRUE,FALSE
6,WK041,Wolverine,Worker,wolverine.worker@fencein.app,fencein@WK041,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9839704594,GOV45025,B+,SHIELD,Security,SHIFT001,VN005,TRUE,FALSE
6,WK042,Cyclops,Worker,cyclops.worker@fencein.app,fencein@WK042,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9856966547,GOV39278,A-,SHIELD,Electrical,SHIFT003,VN005,TRUE,FALSE
6,WK043,Storm,Worker,storm.worker@fencein.app,fencein@WK043,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9865665001,GOV87427,B+,SHIELD,Electrical,SHIFT002,VN005,TRUE,FALSE
6,WK044,JeanGrey,Worker,jeangrey.worker@fencein.app,fencein@WK044,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9875224629,GOV19168,O+,SHIELD,Surveillance,SHIFT001,VN005,TRUE,FALSE
6,WK045,Beast,Worker,beast.worker@fencein.app,fencein@WK045,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9894062945,GOV89427,A-,SHIELD,Security,SHIFT001,VN005,TRUE,FALSE
6,WK046,Rogue,Worker,rogue.worker@fencein.app,fencein@WK046,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9855953056,GOV91970,AB+,SHIELD,Surveillance,SHIFT003,VN005,TRUE,FALSE
6,WK047,Gambit,Worker,gambit.worker@fencein.app,fencein@WK047,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9852107056,GOV11052,B-,SHIELD,Administration,SHIFT001,VN005,TRUE,FALSE
6,WK048,Iceman,Worker,iceman.worker@fencein.app,fencein@WK048,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9838674102,GOV35208,B+,SHIELD,Security,SHIFT003,VN005,TRUE,FALSE
6,WK049,Colossus,Worker,colossus.worker@fencein.app,fencein@WK049,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9835544720,GOV56435,AB+,SHIELD,Surveillance,SHIFT003,VN005,TRUE,FALSE
6,WK050,Nightcrawler,Worker,nightcrawler.worker@fencein.app,fencein@WK050,SHIELD,ORG001,WORKER,VN005,ACTIVE,NULL,NULL,FALSE,FALSE,9830495803,GOV41272,A+,SHIELD,Welding,SHIFT001,VN005,TRUE,FALSE
6,WK051,Alfred,Worker,alfred.worker@fencein.app,fencein@WK051,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9865664846,GOV42937,B-,ARGUS,Welding,SHIFT002,VN006,TRUE,FALSE
6,WK052,Lucius,Worker,lucius.worker@fencein.app,fencein@WK052,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9869236109,GOV91071,O+,ARGUS,Electrical,SHIFT001,VN006,TRUE,FALSE
6,WK053,Batgirl,Worker,batgirl.worker@fencein.app,fencein@WK053,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9863297417,GOV93797,A+,ARGUS,Welding,SHIFT001,VN006,TRUE,FALSE
6,WK054,RedHood,Worker,redhood.worker@fencein.app,fencein@WK054,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9894733771,GOV41468,A+,ARGUS,Welding,SHIFT001,VN006,TRUE,FALSE
6,WK055,Batwoman,Worker,batwoman.worker@fencein.app,fencein@WK055,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9898333375,GOV38316,B+,ARGUS,Security,SHIFT003,VN006,TRUE,FALSE
6,WK056,Huntress,Worker,huntress.worker@fencein.app,fencein@WK056,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9845170094,GOV37359,O+,ARGUS,Surveillance,SHIFT001,VN006,TRUE,FALSE
6,WK057,Azrael,Worker,azrael.worker@fencein.app,fencein@WK057,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9874509347,GOV18604,A+,ARGUS,Security,SHIFT003,VN006,TRUE,FALSE
6,WK058,Oracle,Worker,oracle.worker@fencein.app,fencein@WK058,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9829062690,GOV73026,A-,ARGUS,Administration,SHIFT003,VN006,TRUE,FALSE
6,WK059,Damian,Worker,damian.worker@fencein.app,fencein@WK059,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9864833484,GOV93167,O+,ARGUS,Security,SHIFT002,VN006,TRUE,FALSE
6,WK060,Tim,Worker,tim.worker@fencein.app,fencein@WK060,ARGUS,ORG002,WORKER,VN006,ACTIVE,NULL,NULL,FALSE,FALSE,9892601476,GOV24409,A+,ARGUS,Welding,SHIFT001,VN006,TRUE,FALSE
6,WK061,Superman,Worker,superman.worker@fencein.app,fencein@WK061,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9814233477,GOV34643,A+,ARGUS,Security,SHIFT001,VN007,TRUE,FALSE
6,WK062,Lois,Worker,lois.worker@fencein.app,fencein@WK062,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9892225011,GOV80355,A+,ARGUS,Surveillance,SHIFT002,VN007,TRUE,FALSE
6,WK063,Jimmy,Worker,jimmy.worker@fencein.app,fencein@WK063,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9830297505,GOV99618,A-,ARGUS,Surveillance,SHIFT003,VN007,TRUE,FALSE
6,WK064,Perry,Worker,perry.worker@fencein.app,fencein@WK064,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9887288406,GOV13077,B-,ARGUS,Surveillance,SHIFT002,VN007,TRUE,FALSE
6,WK065,Supergirl,Worker,supergirl.worker@fencein.app,fencein@WK065,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9823578097,GOV75973,B+,ARGUS,Surveillance,SHIFT002,VN007,TRUE,FALSE
6,WK066,Steel,Worker,steel.worker@fencein.app,fencein@WK066,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9866986677,GOV67356,O+,ARGUS,Administration,SHIFT003,VN007,TRUE,FALSE
6,WK067,Bizarro,Worker,bizarro.worker@fencein.app,fencein@WK067,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9185942659,GOV32385,A+,ARGUS,Surveillance,SHIFT002,VN007,TRUE,FALSE
6,WK068,Zod,Worker,zod.worker@fencein.app,fencein@WK068,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9831118047,GOV27755,A+,ARGUS,Electrical,SHIFT002,VN007,TRUE,FALSE
6,WK069,Krypto,Worker,krypto.worker@fencein.app,fencein@WK069,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9869535696,GOV18309,A+,ARGUS,Administration,SHIFT003,VN007,TRUE,FALSE
6,WK070,JonKent,Worker,jonkent.worker@fencein.app,fencein@WK070,ARGUS,ORG002,WORKER,VN007,ACTIVE,NULL,NULL,FALSE,FALSE,9873984258,GOV57462,AB+,ARGUS,Administration,SHIFT002,VN007,TRUE,FALSE
6,WK071,Flash,Worker,flash.worker@fencein.app,fencein@WK071,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9875156787,GOV63699,B-,ARGUS,Administration,SHIFT003,VN008,TRUE,FALSE
6,WK072,Cisco,Worker,cisco.worker@fencein.app,fencein@WK072,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9869734425,GOV25786,B-,ARGUS,Electrical,SHIFT003,VN008,TRUE,FALSE
6,WK073,Caitlin,Worker,caitlin.worker@fencein.app,fencein@WK073,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9860970295,GOV86597,B-,ARGUS,Electrical,SHIFT001,VN008,TRUE,FALSE
6,WK074,ReverseFlash,Worker,reverseflash.worker@fencein.app,fencein@WK074,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9821004950,GOV28861,A-,ARGUS,Operations,SHIFT001,VN008,TRUE,FALSE
6,WK075,KidFlash,Worker,kidflash.worker@fencein.app,fencein@WK075,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9857145452,GOV74673,B+,ARGUS,Welding,SHIFT002,VN008,TRUE,FALSE
6,WK076,Jay,Worker,jay.worker@fencein.app,fencein@WK076,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9872903288,GOV88198,A-,ARGUS,Operations,SHIFT001,VN008,TRUE,FALSE
6,WK077,Zoom,Worker,zoom.worker@fencein.app,fencein@WK077,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9842787677,GOV80229,B+,ARGUS,Security,SHIFT001,VN008,TRUE,FALSE
6,WK078,Firestorm,Worker,firestorm.worker@fencein.app,fencein@WK078,ARGUS,ORG002,WORKER,VN008,ACTIVE,NULL,NULL,FALSE,FALSE,9895169274,GOV30700,B+,ARGUS,Security,SHIFT002,VN008,TRUE,FALSE
